"Taxonomy","Domain","Phylum","Class","Order","Family","Genus","Habitat","Freq","IndVal_mean","IndVal_se","IndVal_min","IndVal_max","PVal_mean","PVal_se","PVal_min","PVal_max"
"Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Tabrizicola_A","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola_A","freshwater water",100,0.528804180346938,0.00327171992756541,0.458087055045217,0.614495927567099,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Cyanobacteriota; Cyanobacteriia; Cyanobacteriales; Microcystaceae; Microcystis","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","freshwater water",100,0.528262639663469,0.0029185581113722,0.442912019630403,0.578342341606711,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Megaera","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Megaera","freshwater water",100,0.526900211978141,0.00438204103827203,0.396330652586529,0.596933572808637,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Planctomycetota; Planctomycetia; Pirellulales; UBA1268; RGVT01","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","RGVT01","freshwater water",100,0.52574023284902,0.00326833867458962,0.446546399585411,0.594843159024615,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Cyanobacteriota; Cyanobacteriia; Pseudanabaenales; Pseudanabaenaceae; Pseudanabaena","Bacteria","Cyanobacteriota","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","freshwater water",100,0.524379061993674,0.00386949573174129,0.458859135727787,0.605062030107059,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Burkholderiales; CAIKXV01; CAIKXV01","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","CAIKXV01","CAIKXV01","freshwater water",100,0.523039165210977,0.0022065282747117,0.476655011512519,0.576180358627415,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae; CAIYHK01","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","CAIYHK01","freshwater water",100,0.519225338793962,0.00274255337032533,0.472581562625261,0.58878405775519,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; CAMDGX01","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","CAMDGX01","freshwater water",100,0.515923146191107,0.0023916585250946,0.473465035103835,0.575184231066136,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Cyanobacteriota; Cyanobacteriia; PCC-6307; Cyanobiaceae; NIES-981","Bacteria","Cyanobacteriota","Cyanobacteriia","PCC-6307","Cyanobiaceae","NIES-981","freshwater water",100,0.515143313602777,0.00331042879405853,0.42824327586567,0.59008936051459,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota_A; Kapaibacteriia; Kapaibacteriales; Kapaibacteriaceae; UBA10438","Bacteria","Bacteroidota_A","Kapaibacteriia","Kapaibacteriales","Kapaibacteriaceae","UBA10438","freshwater water",100,0.514486244712186,0.00381016790894222,0.425673459869571,0.590982011117962,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bdellovibrionota; Bacteriovoracia; Bacteriovoracales; Bacteriovoracaceae; Peredibacter","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","freshwater water",100,0.513180282205241,0.00382677162653983,0.387937150238944,0.595385725039605,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; CAISGS01","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","CAISGS01","freshwater water",100,0.512131850989219,0.00142204775652533,0.480788825511619,0.540145548838781,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; UBA4408; UBA4408; CAIKXD01","Bacteria","Bacteroidota","Bacteroidia","UBA4408","UBA4408","CAIKXD01","freshwater water",100,0.510215936631749,0.00465638698330374,0.360353631952228,0.599738561043484,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Schleiferiaceae; CAMDTE01","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Schleiferiaceae","CAMDTE01","freshwater water",100,0.510203553364348,0.00258914353701691,0.444828439317375,0.562731433871138,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; NS11-12g; UKL13-3; B1","Bacteria","Bacteroidota","Bacteroidia","NS11-12g","UKL13-3","B1","freshwater water",100,0.509002492667798,0.00319719271462805,0.444007721940573,0.583075589316808,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudohongiellaceae; CAILUG01","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","CAILUG01","freshwater water",100,0.508687524503216,0.00400792495208406,0.399947080224678,0.588656206144349,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudohongiellaceae; UBA5078","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA5078","freshwater water",100,0.50775265647002,0.00396836381385097,0.384585856677713,0.593548923170513,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; TH1-2; Aquidulcibacter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","TH1-2","Aquidulcibacter","freshwater water",100,0.507081931187039,0.00301652305680014,0.427924369550328,0.555819003505015,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; SM1A02; SYIB01","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","SYIB01","freshwater water",100,0.506892310846741,0.00283850873032243,0.457045245759181,0.561851133865801,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; M30B66; M30B66; CAMCXT01","Bacteria","Bacteroidota","Bacteroidia","M30B66","M30B66","CAMCXT01","freshwater water",100,0.50668046448808,0.00270001180819449,0.424119883807608,0.564139078033077,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Microbacteriaceae; UBA963","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","UBA963","freshwater water",100,0.504950230455531,0.00196785565146256,0.467640751820689,0.544671154612273,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Acidobacteriota; Terriglobia; Bryobacterales; Bryobacteraceae; Ga0077553","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","Ga0077553","freshwater water",100,0.504314944961728,0.00281889785840676,0.422731981147738,0.567638239022481,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; CAIKLP01","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","CAIKLP01","freshwater water",100,0.500210554324856,0.00175609580161234,0.458257569495584,0.541091694708529,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Actinomyces","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","human oral",100,0.874117358970912,0.00138310482910118,0.838233756441021,0.906323875854655,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Micrococcaceae; Rothia","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Rothia","human oral",100,0.842722230886668,0.00137953994065323,0.810892767341499,0.895055310828284,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Pauljensenia","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Pauljensenia","human oral",100,0.837851898653232,0.00169053893472638,0.787362112151412,0.878114275460868,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","human oral",100,0.828893178703302,0.00138398599425519,0.793932661547956,0.868018376957841,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","human oral",100,0.803218740414678,0.00213485269167184,0.753025016247378,0.867195617427642,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","human oral",100,0.787902388488668,0.00148696079272423,0.738451385249134,0.828821389708502,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Granulicatella","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Granulicatella","human oral",100,0.781233334181446,0.00182690233082569,0.73869435053386,0.82301627007313,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria","human oral",100,0.778497860392429,0.00198671915774618,0.726971354010184,0.817455557025167,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Haemophilus_D","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Haemophilus_D","human oral",100,0.771112780374261,0.00238597640362145,0.711286242553844,0.825969882585334,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Staphylococcales; Gemellaceae; Gemella","Bacteria","Bacillota","Bacilli","Staphylococcales","Gemellaceae","Gemella","human oral",100,0.742629626984427,0.00264743762525196,0.672302466786426,0.794624422910689,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","human oral",100,0.739746644394977,0.00298921329817298,0.639698350974037,0.79594361528393,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Patescibacteriota; Saccharimonadia; Saccharimonadales; Nanosynbacteraceae; Nanosynbacter","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","Nanosynbacteraceae","Nanosynbacter","human oral",100,0.720999172278244,0.00195019838361434,0.687027930348843,0.777400783490663,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter_A","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter_A","human oral",100,0.719515965679931,0.00209039638709733,0.668069455382425,0.770776031771616,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","human oral",100,0.700800084858139,0.00264958436524387,0.643750110174737,0.76184455727918,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Centipeda","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Centipeda","human oral",100,0.697312380946151,0.00234080303353422,0.625864571726218,0.745079984649157,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","human oral",100,0.69001445962416,0.00220297507068082,0.622124983743383,0.73849581094691,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","human oral",100,0.68912254861055,0.00217478623782054,0.627355238580327,0.739282923676384,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","human oral",100,0.687666846376847,0.00221357189083849,0.639780531191821,0.744660946094462,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Lancefieldella","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella","human oral",100,0.637170324271981,0.00232777284997086,0.551151626997534,0.695243750159632,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Tannerella","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella","human oral",100,0.631875766990576,0.00206367789263934,0.581378269117573,0.684142243385562,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Alloprevotella","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","human oral",100,0.625679962288599,0.00282853171067498,0.543236919868715,0.688135612947343,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Patescibacteriota; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; Saccharimonas","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","Saccharimonas","human oral",100,0.624227513292989,0.0021692751170594,0.55446557566977,0.672488929421985,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Aggregatibacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Aggregatibacter","human oral",100,0.620652329857257,0.00202713180743498,0.570512794321782,0.660950311711591,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia_A","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia_A","human oral",100,0.614408387526165,0.00217426032548333,0.538788614067746,0.667828809938041,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; JABCPE02","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","JABCPE02","human oral",100,0.596563783564827,0.00209298381723031,0.530573518020177,0.637651409146249,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; Cardiobacterium","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium","human oral",100,0.588702176369169,0.00205620425188703,0.536685811242482,0.639335953756546,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Oribacterium","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","human oral",100,0.581221832355771,0.00231331489471301,0.511295912820539,0.62608533646302,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Peptidiphaga","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Peptidiphaga","human oral",100,0.563995951689082,0.00210054785598225,0.522402954755328,0.61675758514522,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Arachnia","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Arachnia","human oral",100,0.56354711967185,0.00249796114239392,0.490831812278526,0.645097533023549,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Mogibacterium","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Mogibacterium","human oral",100,0.560509192728049,0.00232925567238153,0.504137505327125,0.612823819166475,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia","human oral",100,0.557706758928693,0.00192635911872461,0.523372552784963,0.609747938713885,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Haemophilus","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Haemophilus","human oral",100,0.552539501867993,0.00419937991630224,0.370920415840404,0.63011217340278,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Patescibacteriota; Saccharimonadia; Saccharimonadales; Nanosyncoccaceae; Nanosyncoccus","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","Nanosyncoccaceae","Nanosyncoccus","human oral",100,0.540246964571753,0.00285711402454021,0.434758992311643,0.596215814568583,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Kingella_B","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Kingella_B","human oral",100,0.533685492369877,0.00241205009404442,0.472405324855707,0.588178863465919,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Eubacterium_B","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Eubacterium_B","human oral",100,0.525831998283538,0.00252620119429049,0.477070076427518,0.592633064893736,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Prevotella","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","human oral",100,0.509859359577183,0.00234118758795544,0.446938238432682,0.56327451959876,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Cutibacterium","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","human skin",100,0.928022677317333,0.000967722493309106,0.909709033274711,0.953582492455529,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","human skin",100,0.898413652093126,0.00177001829380728,0.854070249997186,0.940508396859586,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Corynebacterium","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","human skin",100,0.834561049149934,0.00183348903159193,0.799018548846956,0.870690597634953,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Lawsonella","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Lawsonella","human skin",100,0.71747137631903,0.00252561099557942,0.656372411263637,0.772141136638526,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Micrococcaceae; Micrococcus","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Micrococcus","human skin",100,0.660855945031966,0.00207078470987498,0.616532348033527,0.71906256453324,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","human vaginal",100,0.917986883252528,0.000702322737220636,0.903146825648139,0.931572365167179,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Bifidobacteriaceae; Bifidobacterium","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","human vaginal",100,0.809679013343134,0.00172446164913463,0.769421486173425,0.837974343293313,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Fannyhessea","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Fannyhessea","human vaginal",100,0.75525787574154,0.00176735514527108,0.721344912815742,0.782092245426489,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Veillonellales; Megasphaeraceae; Megasphaera_C","Bacteria","Bacillota","Negativicutes","Veillonellales","Megasphaeraceae","Megasphaera_C","human vaginal",100,0.658758951082305,0.000941301989151376,0.636750864958468,0.679977142677472,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Berryella","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Berryella","human vaginal",100,0.648641294379456,0.00180246141387443,0.60687945359052,0.679795801602427,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Saccharofermentanales; Fastidiosipilaceae; Amygdalobacter","Bacteria","Bacillota","Clostridia","Saccharofermentanales","Fastidiosipilaceae","Amygdalobacter","human vaginal",100,0.577843739691979,0.00330545395475566,0.516397779494322,0.629532503266125,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Sneathia","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia","human vaginal",100,0.563130229526696,0.00258316335346355,0.515047407946363,0.6,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","human vaginal",100,0.545092973432078,0.00506092737798912,0.373062825094525,0.614074430220321,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Sulfurovaceae; Sulfurovum","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","hydrothermal vent",100,0.83483824925371,0.00142139851795507,0.803629909421862,0.868035505826531,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Sulfurovaceae; UBA1140","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","UBA1140","hydrothermal vent",100,0.794158056496357,0.00116394177816179,0.774500247047929,0.820557829642678,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Sulfurimonadaceae; Sulfurimonas","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","hydrothermal vent",100,0.78948330099748,0.00173037507866872,0.736769631500738,0.828099527982462,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Nautiliales; Nautiliaceae; Caminibacter","Bacteria","Campylobacterota","Campylobacteria","Nautiliales","Nautiliaceae","Caminibacter","hydrothermal vent",100,0.690648476489483,0.00125483403829087,0.670781991532915,0.718776184488418,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Thiotrichaceae; Cocleimonas","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas","hydrothermal vent",100,0.670264840772095,0.00122939434054628,0.634666092362374,0.693034652598967,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Nautiliales; Nautiliaceae; Nautilia","Bacteria","Campylobacterota","Campylobacteria","Nautiliales","Nautiliaceae","Nautilia","hydrothermal vent",100,0.651749212499647,0.00129816525351941,0.62449979983984,0.683130051063973,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Nautiliales; Nautiliaceae; JALTBU01","Bacteria","Campylobacterota","Campylobacteria","Nautiliales","Nautiliaceae","JALTBU01","hydrothermal vent",100,0.649337959654094,0.00191171428483215,0.607063113032346,0.690410505906933,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Patescibacteriota; JAEDAM01; BD1-5; UBA6164; CALLPO01","Bacteria","Patescibacteriota","JAEDAM01","BD1-5","UBA6164","CALLPO01","hydrothermal vent",100,0.642236156933058,0.00154122358312125,0.615372947734571,0.67531686442996,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Archaea; Halobacteriota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; WAKM01","Archaea","Halobacteriota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","WAKM01","hydrothermal vent",100,0.640555923270016,0.00142928631807799,0.616435513813221,0.670787575586258,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Archaea; Methanobacteriota; Methanococci; Methanococcales; Methanococcaceae; Methanofervidicoccus","Archaea","Methanobacteriota","Methanococci","Methanococcales","Methanococcaceae","Methanofervidicoccus","hydrothermal vent",100,0.631894027314912,0.00265730992180456,0.577303567448867,0.670799683483689,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Sulfurospirillaceae; Sulfurospirillum_A","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum_A","hydrothermal vent",100,0.628629798157367,0.00193826099126038,0.588086123222017,0.668966723651038,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
