"Taxonomy","Habitat","PercRunsInd","IndVal_mean","IndVal_se","IndVal_min","IndVal_max","PVal_mean","PVal_se","PVal_min","PVal_max"
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01","soil",100,0.658636850792555,0.00291160814816554,0.560901449477297,0.736654958325595,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; 70-9; VRUE01","soil",100,0.657871377994583,0.00286184481756001,0.569419110496288,0.723825631020967,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; 70-9; WHSW01","soil",100,0.600525707616471,0.00318341184179362,0.528677595515452,0.671173191229658,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; BP-464","soil",100,0.530990914479833,0.00282855241912812,0.458776362269644,0.605192584650646,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Baekduia","soil",100,0.56561849042913,0.00340550030111809,0.491742418406838,0.643179193665351,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; CADCVQ01","soil",100,0.61691846981283,0.00292131639844304,0.556901728210392,0.721375311161906,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter","soil",100,0.594372663701987,0.00441981428094008,0.32941193332491,0.6615667839645,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; DASQFQ01","soil",100,0.629634888806715,0.00265161598797214,0.55021502423146,0.69967601125043,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; DASQMT01","soil",100,0.642594858467029,0.00237811196466299,0.582193149767638,0.704717993938279,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; DASSUW01","soil",100,0.714408479875712,0.00220053239912761,0.657810220135174,0.766605728803499,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; DATFQI01","soil",100,0.654788374677266,0.00251610516254108,0.590425667748111,0.713548585388835,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; JAOPZW01","soil",100,0.717041736880196,0.00229324726083831,0.659361823642957,0.774421435352691,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-465","soil",100,0.724344658385676,0.00313574814087898,0.617826228541921,0.79001109208002,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","soil",100,0.694351569151175,0.0032237499816831,0.625082304875554,0.765044181819441,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter","soil",100,0.724637886712581,0.0021215871275797,0.671387334638501,0.771028726591095,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; AC-37","soil",100,0.565616109393569,0.00258540483891747,0.492312524339592,0.612937441907661,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; DASPHG01","soil",100,0.519823131096454,0.00303884786243469,0.43924632007596,0.590870717778606,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; DATBDN01","soil",100,0.509152094137106,0.00265848009460961,0.425962814644738,0.554903926231324,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; JACVRW01","soil",100,0.742700594623033,0.00224192193405829,0.686591043290016,0.796340316355612,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; JAICJR01","soil",100,0.530308571223365,0.00255362794018472,0.455267935170462,0.595690575926662,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; UBA2241; UBA2241; CAIXSE01","freshwater sediment",100,0.736628378374583,0.00297670813773856,0.670772096306626,0.800996142070279,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; Thermoleophilia; UBA2241; UBA2241; UBA2241","freshwater sediment",100,0.532951740127038,0.00281626097950609,0.450832563153994,0.583535570010852,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; UBA4738; UBA4738; HRBIN12; AC-51","soil",100,0.602399481176605,0.00286851306923717,0.537050769864232,0.679121034522147,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Actinomycetota; UBA4738; UBA4738; HRBIN12; JAJNBA01","soil",100,0.518969965527163,0.00295272602141211,0.448391866453866,0.588659959522648,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Aquificota; Aquificia; Aquificales; Aquificaceae; Aquifex","hydrothermal vent",100,0.506134274722744,0.00197487657730173,0.46475800154489,0.544058820349418,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; Armatimonadaceae; CAIRTT01","freshwater water",100,0.572610568836605,0.00285947678726693,0.460511914541641,0.629585936777609,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; Capsulimonadaceae; JANXMY01","glacier",100,0.603097210892685,0.000877017883715371,0.583486270170128,0.620574003499402,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; JANXLO01","glacier",100,0.504297735150358,0.000815292985773308,0.482882679482881,0.521169300923448,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; BMS3Abin14; BMS3Abin14; BMS3Abin14; BMS3Abin14; JALHUC01","marine sediment",100,0.545768841126444,0.00273533011322982,0.484873221385061,0.601938178807504,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia","human oral",100,0.55214026671278,0.00302881164255905,0.478258964434468,0.628228082003339,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus","human vaginal",100,0.623304802722228,0.00420769897875727,0.504227069490931,0.687865628393476,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Granulicatella","human oral",100,0.820052138087434,0.00226955722683529,0.756622931762952,0.873079227514609,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Trichococcus","wastewater",100,0.528944291174884,0.00377443477896679,0.411653665133382,0.603255118611111,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus","human vaginal",100,0.87526881586999,0.00149423212722125,0.843017279211245,0.903229857085855,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus","human oral",100,0.845224308771975,0.00133827884438635,0.801458582239988,0.870599606253656,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Staphylococcales; Gemellaceae; Gemella","human oral",100,0.786869194337901,0.00261894148662981,0.695733569318949,0.844610698427622,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Staphylococcales; Gemellaceae; Gemelliphila","human vaginal",100,0.519290458032107,0.00196275269370197,0.481663783151692,0.558569601750758,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus","human skin",100,0.914021877752438,0.00142680444306164,0.88222776030506,0.94327576373835,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Christensenellales; Aristaeellaceae; Ventricola","mammalian gut",100,0.574211054977771,0.00301545696550627,0.4913232244103,0.64691097039894,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Christensenellales; CAG-138; UBA7703","wastewater",100,0.521720731488161,0.00359236796047429,0.420482252252381,0.584775721563483,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Acetatifactor","mammalian gut",100,0.693786571836917,0.00316529958346459,0.624297359715059,0.763694613241542,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Allocoprococcus","mammalian gut",100,0.658092356622813,0.00285821186805682,0.5965928904396,0.740874099251392,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Anaerobutyricum","mammalian gut",100,0.739278718438913,0.0020869132440243,0.697524426802374,0.794796622773503,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Anaerostipes","mammalian gut",100,0.757039114700274,0.00230928492169358,0.710129096756553,0.813420177780144,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Anthropogastromicrobium","mammalian gut",100,0.648631922970945,0.00259818325482866,0.575657862144631,0.716731765321672,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia","mammalian gut",100,0.52507472811713,0.00283636993508738,0.44175871942592,0.579620067608673,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia_A","mammalian gut",100,0.862512045153892,0.00177609509115715,0.824874124487331,0.901071885448151,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Brotaphodocola","mammalian gut",100,0.602525751903817,0.0032382359404825,0.483169678867693,0.66196894013076,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Butyribacter","mammalian gut",100,0.565108954124711,0.0025597637469398,0.501178276597824,0.628575486999885,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Choladousia","mammalian gut",100,0.580138802490546,0.00265672858343974,0.521339497635535,0.65638597882,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Claveliimonas","mammalian gut",100,0.507816776877987,0.00366470286865426,0.395373427526575,0.597945199444281,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Coprococcus_A","mammalian gut",100,0.601921320871296,0.00247566402269737,0.534241913594889,0.676573811376916,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Dorea","mammalian gut",100,0.666402005016418,0.00261161022075329,0.603202316925068,0.739194328186297,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Dorea_A","mammalian gut",100,0.733898798129013,0.00250268696172775,0.685758925992313,0.789816155968872,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Enterocloster","mammalian gut",100,0.780089070404361,0.0021704086201279,0.703278452468111,0.835543146839476,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Eubacterium_F","mammalian gut",100,0.542482190261058,0.00334278182448164,0.447097421034951,0.6178294939929,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Eubacterium_G","mammalian gut",100,0.595103282123389,0.00289460416319763,0.524193965119314,0.676072095235865,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Eubacterium_I","mammalian gut",100,0.582235923829995,0.00297612553096578,0.497238153568928,0.659137236022045,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Fusicatenibacter","mammalian gut",100,0.7554452104683,0.00211337612011005,0.685966066108154,0.808589355752207,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Gallintestinimicrobium","mammalian gut",100,0.525628102737445,0.00312089899782658,0.453198150603067,0.603373803179903,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Hominisplanchenecus","mammalian gut",100,0.530394144407093,0.00322715412794,0.462734867998982,0.600626441202516,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Hominiventricola","mammalian gut",100,0.600554868504339,0.00279935891964615,0.51054820001381,0.663454072419373,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum","human oral",100,0.688813090358891,0.00335243808989088,0.60973350716979,0.769308490127367,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnocurva","human vaginal",100,0.503081198066376,0.00234703463503452,0.467237471217661,0.552572877489915,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospira","mammalian gut",100,0.760282664395534,0.00254340719180216,0.705641293996907,0.813927834330346,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Limivivens","mammalian gut",100,0.55745829958732,0.00284704783076573,0.483341749554003,0.626679561440512,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Mediterraneibacter","mammalian gut",100,0.831980760050647,0.00204020723320256,0.781110169887487,0.874379105670456,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Oliverpabstia","mammalian gut",100,0.624503124747071,0.00259284853803408,0.567471023148097,0.681004495791086,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Oribacterium","human oral",100,0.627229029098209,0.00337935767286768,0.549789346557722,0.69814055416673,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Otoolea","mammalian gut",100,0.696259910900212,0.0031944974473845,0.61542200972109,0.776954472557552,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Pilosibacter","mammalian gut",100,0.641371530229185,0.00301103587262188,0.563527782990851,0.703581969380555,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia","mammalian gut",100,0.804950853121684,0.00210125028951058,0.735558035976535,0.860636512053098,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Acutalibacteraceae; Eubacterium_R","mammalian gut",100,0.522232822625599,0.00307391554469245,0.417077339561941,0.59342639701463,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Acutalibacteraceae; Hominenteromicrobium","mammalian gut",100,0.627823996912647,0.00256495569068665,0.550855187271249,0.686280784873828,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Acutalibacteraceae; Ruminococcoides","mammalian gut",100,0.679693823207197,0.00228764039953038,0.622657394413189,0.744261300192787,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Butyricicoccaceae; Agathobaculum","mammalian gut",100,0.729448641369397,0.00247125938177158,0.658371505059289,0.782724520764084,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; CAG-103","mammalian gut",100,0.61646462915886,0.00289046974075202,0.547918455745325,0.685675487890054,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; CAG-170","mammalian gut",100,0.58988211583393,0.00315733341575185,0.486644670568703,0.675462199227132,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; Evtepia","mammalian gut",100,0.666794985160772,0.00303777558787432,0.588795848410478,0.734743666139229,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; Faecousia","mammalian gut",100,0.536454708099575,0.00408206586393575,0.434932666319803,0.62239794737207,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; Flavonifractor","mammalian gut",100,0.629228807809667,0.00310210335518566,0.543043144856424,0.693993548032699,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; Hominicoprocola","mammalian gut",100,0.643722326202489,0.00281060135242128,0.573631610340317,0.711887860169126,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; JAZOXB01","mammalian gut",100,0.561996911391725,0.00327286833594573,0.461904432429465,0.62856796049093,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; Lawsonibacter","mammalian gut",100,0.727875920098295,0.00259320767569654,0.665786085098743,0.794180902908274,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; Oscillibacter","mammalian gut",100,0.759727082944516,0.00215624648008703,0.700089071273284,0.816345640468552,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Oscillospiraceae; Vescimonas","mammalian gut",100,0.689731912243721,0.0027678852174553,0.630581036247058,0.744974308702852,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Ruminococcaceae; Faecalibacterium","mammalian gut",100,0.799694184368692,0.00205311338088303,0.745794500908497,0.842515221940223,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Ruminococcaceae; Gemmiger","mammalian gut",100,0.736695472728939,0.00238943017404986,0.678047583977788,0.783900200563566,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Ruminococcaceae; Hominimerdicola","mammalian gut",100,0.561118651785229,0.00365156639758088,0.448451641750444,0.642958942943585,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Ruminococcaceae; Ruminiclostridium_E","mammalian gut",100,0.508666877354437,0.00265610797621233,0.437404905001166,0.557133103497431,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Ruminococcaceae; Ruminococcus_C","mammalian gut",100,0.56364709188289,0.0034960421938302,0.463119762550294,0.638745606410631,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Oscillospirales; Ruminococcaceae; Ruthenibacterium","mammalian gut",100,0.608449807415773,0.00294837656592026,0.533893734450068,0.668874960692035,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Eubacterium_B","human oral",100,0.559707409072849,0.00294099171079246,0.475501781593378,0.625848421072872,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Mogibacterium","human oral",100,0.60202897249491,0.00293683867158106,0.533852033161846,0.669226814903067,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Peptostreptococcales; Filifactoraceae; Acetoanaerobium","wastewater",100,0.600086878365531,0.0025827783706664,0.526325875712752,0.66154251647353,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Saccharofermentanales; Fastidiosipilaceae; Amygdalobacter","human vaginal",100,0.683639022265193,0.00189750353542032,0.637198980744971,0.715487853379661,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; Tissierellales; Peptoniphilaceae; Peptoniphilus_A","human vaginal",100,0.500499023598587,0.00361117552798006,0.426682744834947,0.581105100695218,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Clostridia; UBA1381; UBA1381; Hominilimicola","mammalian gut",100,0.63342260562225,0.00283834073845496,0.532350866938035,0.697919134315011,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; JAGPMH01; JAGPMH01; JAGPMH01","wastewater",100,0.568030040953804,0.00249903886494159,0.515391422691599,0.640728714720089,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Centipeda","human oral",100,0.707753644299842,0.00266775476020762,0.642803679915508,0.789481024015326,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas","human oral",100,0.507840952490131,0.00333246821631824,0.407808401467763,0.585648961578533,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; UBA1444; UBA1444; UBA1444","wastewater",100,0.544867413671235,0.00292061863124113,0.43466697469849,0.599622890124436,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Veillonellales; Dialisteraceae; Dialister","human vaginal",100,0.56729483694944,0.00241165402529508,0.49867392639045,0.638582637814171,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Veillonellales; Megasphaeraceae; Megasphaera","human vaginal",100,0.693628412093866,0.00232503258575527,0.631632634025963,0.732349773299594,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella","human oral",100,0.821064118966264,0.00243690188652015,0.765741525563753,0.883610989384488,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota_I; Bacilli_A; Erysipelotrichales; Coprobacillaceae; Faecalibacillus","mammalian gut",100,0.584045989306498,0.00329820893005082,0.482521025743294,0.654524764629648,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota_I; Bacilli_A; Erysipelotrichales; Erysipelotrichaceae; Bulleidia","human oral",100,0.526815739578051,0.00338872401819825,0.435428617372263,0.597255866556157,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacillota_I; Bacilli_A; Erysipelotrichales; Erysipelotrichaceae; UBA2212","wastewater",100,0.536204392098158,0.00374006347671243,0.426309723616126,0.622210406980159,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; B-17B0; Aurantibacillaceae; Aurantibacillus","freshwater water",100,0.544136913364295,0.00281885569571823,0.475851639283396,0.600471667865286,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Alloprevotella","human oral",100,0.644564622080235,0.00332078591482589,0.537118764409782,0.707370251960623,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides","mammalian gut",100,0.793534131148621,0.00219080000583964,0.716194863702463,0.846269755107392,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Phocaeicola","mammalian gut",100,0.801412023050464,0.00228843802003851,0.741825441454043,0.867917962637114,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; GCA-2748055; GCA-2748055","marine sediment",100,0.672187880410787,0.00277360394717242,0.613339952584126,0.739257338679969,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Marinifilaceae; Butyricimonas","mammalian gut",100,0.508098963784202,0.00378132891207492,0.413088448665252,0.626949623750587,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Marinifilaceae; Odoribacter","mammalian gut",100,0.588148138987797,0.00312950524050315,0.492806113448997,0.677160791255226,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Paludibacteraceae; JAAYPI01","wastewater",100,0.526386063700162,0.00279790743371836,0.457756517383677,0.588506537572228,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Paludibacteraceae; Paludibacter","wastewater",100,0.58844603906889,0.00378132719399872,0.465205667448243,0.673112535253776,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Paludibacteraceae; UPXZ01","wastewater",100,0.573809278195261,0.0031767728415493,0.497520348230059,0.675993565339366,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
"Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Paludibacteraceae; W0P28-013","wastewater",100,0.593198239000407,0.00258411868087054,0.509625459363443,0.655785853691037,0.0099009900990099,0,0.0099009900990099,0.0099009900990099
